country,continent,slope,Country Name,avg_population,slope_per_1000,block
Nicaragua,Latin America and the Caribbean,303.86391042204997,Nicaragua,4288680.323076923,0.07085254379697906,Neutral (≈)
Niger,Africa,8971.162298511135,Niger,11053530.415384615,0.8116105860644143,Top (↑)
Nigeria,Africa,31528.39990156269,Nigeria,115322453.56923077,0.27339341928443667,Top (↑)
Niue,OCEANIA,4.29801894918174,,,,Bottom (↓)
North Macedonia,EUROPE,1247.8189984003936,North Macedonia,1872365.3692307693,0.66643990478901,Neutral (≈)
Northern Mariana Islands,OCEANIA,-371.8405315614618,Northern Mariana Islands,37120.4,-10.017147755990285,Bottom (↓)
Norway,EUROPE,25014.037037037036,Norway,4415915.753846154,5.664518625666811,Top (↑)
Oman,ASIA,54121.13424387843,Oman,2084688.9538461538,25.96125150662283,Top (↑)
Pakistan,ASIA,-43090.83831672204,Pakistan,132580248.0,-0.32501702905791846,Bottom (↓)
Palau,OCEANIA,34.07579672695952,Palau,15288.061538461538,2.228915460683619,Bottom (↓)
Panama,Latin America and the Caribbean,10706.881136950904,Panama,2660868.8,4.023829035445456,Top (↑)
Papua New Guinea,OCEANIA,-38.91632828842131,Papua New Guinea,5109626.846153846,-0.007616275994344808,Bottom (↓)
Paraguay,Latin America and the Caribbean,-643.1335055986219,Paraguay,4257522.123076923,-0.15105817116314302,Bottom (↓)
Peru,Latin America and the Caribbean,44010.250645994834,Peru,22377302.292307694,1.9667362075688442,Top (↑)
Philippines,ASIA,-1655.8860588162913,Philippines,68733904.87692308,-0.024091255425999273,Bottom (↓)
Poland,EUROPE,5775.12292358804,Poland,36172706.353846155,0.15965415656475992,Neutral (≈)
Portugal,EUROPE,18884.4953857512,Portugal,9859528.615384616,1.9153547925490275,Top (↑)
Puerto Rico,Latin America and the Caribbean,-3405.338747385259,,,,Bottom (↓)
Qatar,ASIA,72565.18567737173,Qatar,859414.1538461539,84.43564182951755,Top (↑)
Republic of Korea,ASIA,59826.31450719823,,,,Top (↑)
Republic of Moldova,EUROPE,-10647.511874000245,,,,Bottom (↓)
Romania,EUROPE,11650.394610557401,Romania,20993945.015384614,0.5549407032370454,Top (↑)
Russian Federation,EUROPE,-143708.66875845945,Russian Federation,140228292.83076924,-1.0248193560474304,Bottom (↓)
Rwanda,Africa,10879.154054386612,Rwanda,7527995.523076923,1.4451594745290137,Top (↑)
Réunion,Africa,2210.000246093269,,,,Neutral (≈)
Saint Barthélemy,Latin America and the Caribbean,,,,,
Saint Helena,Africa,11.318321643903039,,,,Bottom (↓)
Saint Kitts and Nevis,Latin America and the Caribbean,135.9318321643903,,,,Neutral (≈)
Saint Lucia,Latin America and the Caribbean,51.76301218161683,,,,Bottom (↓)
Saint Martin (French part),Latin America and the Caribbean,,,,,
Saint Pierre and Miquelon,Latin America and the Caribbean,-9.215085517411099,,,,Bottom (↓)
Saint Vincent and the Grenadines,Latin America and the Caribbean,24.463147532914974,,,,Bottom (↓)
Samoa,OCEANIA,-13.538575119970469,Samoa,171387.84615384616,-0.07899378762142549,Bottom (↓)
San Marino,EUROPE,75.61757105943153,San Marino,25172.753846153846,3.0039451194564144,Neutral (≈)
Sao Tome and Principe,Africa,-111.79229728066937,Sao Tome and Principe,133987.47692307693,-0.8343488499664042,Bottom (↓)
Saudi Arabia,ASIA,319881.9080841639,Saudi Arabia,14346684.2,22.296574150852496,Top (↑)
Senegal,Africa,321.8618186292605,Senegal,9018490.169230768,0.03568910234302707,Neutral (≈)
Serbia,EUROPE,-20757.54620401132,Serbia,7318021.230769231,-2.8364971280398157,Bottom (↓)
Seychelles,Africa,309.60428202288665,Seychelles,73550.46153846153,4.209413177658799,Neutral (≈)
Sierra Leone,Africa,-3920.178786760182,Sierra Leone,4568668.184615385,-0.8580572342638194,Bottom (↓)
Singapore,ASIA,65641.73680324844,Singapore,3538394.4923076923,18.55127712468199,Top (↑)
Sint Maarten (Dutch part),Latin America and the Caribbean,221.8148148148148,Sint Maarten (Dutch part),23533.015384615384,9.4256860495585,Neutral (≈)
Slovakia,EUROPE,6763.053033099544,,,,Neutral (≈)
Slovenia,EUROPE,3815.229974160207,Slovenia,1923802.0307692308,1.9831718197296475,Neutral (≈)
Solomon Islands,OCEANIA,-61.4645010458964,Solomon Islands,386664.8153846154,-0.158960677569687,Bottom (↓)
Somalia,Africa,-6176.679217423403,,,,Bottom (↓)
South Africa,Africa,60436.7008736311,South Africa,39878881.984615386,1.5155064000276282,Top (↑)
South Sudan,Africa,7488.427340962225,South Sudan,6238350.523076923,1.2003857932094413,Top (↑)
Spain,EUROPE,240282.2665190107,Spain,39895021.461538464,6.0228634480284535,Top (↑)
Sri Lanka,ASIA,-27.110495877937737,Sri Lanka,16861408.953846153,-0.0016078428529991693,Bottom (↓)
State of Palestine,ASIA,-396.3503137689184,,,,Bottom (↓)
Sudan,Africa,18676.49624707764,Sudan,25074534.46153846,0.7448392023279755,Top (↑)
Suriname,Latin America and the Caribbean,1010.2052417866371,Suriname,450172.9692307692,2.2440379828065207,Neutral (≈)
Sweden,EUROPE,43324.003568352404,Sweden,8781751.446153846,4.9334126380139205,Top (↑)
Switzerland,EUROPE,48171.71982281285,Switzerland,7008777.723076923,6.873055720429523,Top (↑)
Syrian Arab Republic,ASIA,5884.842131167713,Syrian Arab Republic,13677525.307692308,0.4302563511147772,Neutral (≈)
Tajikistan,ASIA,-3661.270702596284,Tajikistan,5664832.984615385,-0.6463157364991348,Bottom (↓)
Thailand,ASIA,99920.22345268857,Thailand,54052128.63076923,1.848589981261328,Top (↑)
Timor-Leste,ASIA,-41.153808293343175,Timor-Leste,837864.6307692308,-0.04911749079986882,Bottom (↓)
Togo,Africa,6668.5984988310565,Togo,4641353.723076923,1.436778771175018,Neutral (≈)
Tokelau,OCEANIA,28.339854804971083,,,,Bottom (↓)
Tonga,OCEANIA,20.21976128952873,Tonga,96820.15384615384,0.2088383511728117,Bottom (↓)
Trinidad and Tobago,Latin America and the Caribbean,1502.3397317583365,Trinidad and Tobago,1197152.9692307692,1.2549271232427925,Neutral (≈)
Tunisia,Africa,858.2074566260612,Tunisia,8360480.492307693,0.10265049448003381,Neutral (≈)
Turkmenistan,ASIA,-3084.2255444813586,Turkmenistan,4077478.3076923075,-0.7564051386031553,Bottom (↓)
Turks and Caicos Islands,Latin America and the Caribbean,732.2693490833026,Turks and Caicos Islands,18236.4,40.154271077806065,Neutral (≈)
Tuvalu,OCEANIA,-1.4230343300110742,Tuvalu,8437.723076923077,-0.1686514616606737,Bottom (↓)
Türkiye,ASIA,182392.7824535499,,,,Top (↑)
Uganda,Africa,39531.20142734096,Uganda,22189420.03076923,1.7815337837818446,Top (↑)
Ukraine,EUROPE,-50688.1196013289,Ukraine,47756118.76923077,-1.0613952914864435,Bottom (↓)
United Arab Emirates,ASIA,219423.86846314752,United Arab Emirates,3489968.446153846,62.872737060120336,Top (↑)
United Kingdom,EUROPE,250634.22837455396,United Kingdom,59044639.6,4.244826119229186,Top (↑)
United Republic of Tanzania,Africa,-15439.59702227144,,,,Bottom (↓)
United States Virgin Islands,Latin America and the Caribbean,113.69189122677494,,,,Neutral (≈)
United States of America,Latin America and the Caribbean,867214.5788113695,,,,Top (↑)
Uruguay,Latin America and the Caribbean,1099.7288052171773,Uruguay,3086803.8,0.35626780206023373,Neutral (≈)
Uzbekistan,ASIA,-14734.22480620155,Uzbekistan,21201344.138461538,-0.6949665412709408,Bottom (↓)
Vanuatu,OCEANIA,31.306016980435587,Vanuatu,168676.24615384615,0.18559825520353357,Bottom (↓)
Venezuela (Bolivarian Republic of),Latin America and the Caribbean,11321.414667158853,,,,Top (↑)
Viet Nam,ASIA,5405.644518272426,Viet Nam,67027919.70769231,0.0806476546168575,Neutral (≈)
Wallis and Futuna Islands,OCEANIA,14.961117263442844,,,,Bottom (↓)
Western Sahara,Africa,94.63479758828596,,,,Neutral (≈)
Yemen,ASIA,9688.955211024979,,,,Top (↑)
Zambia,Africa,-3049.446536237234,Zambia,9521234.923076924,-0.3202784681686818,Bottom (↓)
Zimbabwe,Africa,-3795.615110126738,Zimbabwe,9953787.153846154,-0.38132371643692503,Bottom (↓)
