country,continent,slope,block_x,block_y,block
Serbia,EUROPE,-20757.546204011644,Bottom (↓),Neutral (≈),Bottom (↓)
Serbia,EUROPE,-20757.546204011644,Top (↑),Neutral (≈),Bottom (↓)
Serbia,EUROPE,-20757.546204011644,Top (↑),Top (↑),Bottom (↓)
Serbia,EUROPE,-20757.546204011644,Neutral (≈),Bottom (↓),Bottom (↓)
Malawi,Africa,-16960.77174849273,Bottom (↓),Top (↑),Bottom (↓)
Malawi,Africa,-16960.77174849273,Neutral (≈),Neutral (≈),Bottom (↓)
Malawi,Africa,-16960.77174849273,Neutral (≈),Top (↑),Bottom (↓)
Malawi,Africa,-16960.77174849273,Top (↑),Bottom (↓),Bottom (↓)
Malawi,Africa,-16960.77174849273,Top (↑),Neutral (≈),Bottom (↓)
Malawi,Africa,-16960.77174849273,Top (↑),Top (↑),Bottom (↓)
Malawi,Africa,-16960.77174849273,Bottom (↓),Neutral (≈),Bottom (↓)
Malawi,Africa,-16960.77174849273,Bottom (↓),Bottom (↓),Bottom (↓)
Malawi,Africa,-16960.77174849273,Neutral (≈),Bottom (↓),Bottom (↓)
Guinea,Africa,-16106.454534268745,Bottom (↓),Bottom (↓),Bottom (↓)
Guinea,Africa,-16106.454534268745,Bottom (↓),Neutral (≈),Bottom (↓)
Guinea,Africa,-16106.454534268745,Bottom (↓),Top (↑),Bottom (↓)
Guinea,Africa,-16106.454534268745,Neutral (≈),Bottom (↓),Bottom (↓)
Guinea,Africa,-16106.454534268745,Neutral (≈),Neutral (≈),Bottom (↓)
Guinea,Africa,-16106.454534268745,Neutral (≈),Top (↑),Bottom (↓)
Guinea,Africa,-16106.454534268745,Top (↑),Bottom (↓),Bottom (↓)
Guinea,Africa,-16106.454534268745,Top (↑),Top (↑),Bottom (↓)
Guinea,Africa,-16106.454534268745,Top (↑),Neutral (≈),Bottom (↓)
United Republic of Tanzania,Africa,-15439.597022271668,Bottom (↓),Bottom (↓),Bottom (↓)
United Republic of Tanzania,Africa,-15439.597022271668,Bottom (↓),Neutral (≈),Bottom (↓)
United Republic of Tanzania,Africa,-15439.597022271668,Bottom (↓),Top (↑),Bottom (↓)
United Republic of Tanzania,Africa,-15439.597022271668,Neutral (≈),Bottom (↓),Bottom (↓)
United Republic of Tanzania,Africa,-15439.597022271668,Top (↑),Top (↑),Bottom (↓)
United Republic of Tanzania,Africa,-15439.597022271668,Neutral (≈),Neutral (≈),Bottom (↓)
United Republic of Tanzania,Africa,-15439.597022271668,Neutral (≈),Top (↑),Bottom (↓)
United Republic of Tanzania,Africa,-15439.597022271668,Top (↑),Bottom (↓),Bottom (↓)
United Republic of Tanzania,Africa,-15439.597022271668,Top (↑),Neutral (≈),Bottom (↓)
Uzbekistan,ASIA,-14734.22480620169,Top (↑),Neutral (≈),Bottom (↓)
Uzbekistan,ASIA,-14734.22480620169,Bottom (↓),Neutral (≈),Bottom (↓)
Uzbekistan,ASIA,-14734.22480620169,Neutral (≈),Bottom (↓),Bottom (↓)
Uzbekistan,ASIA,-14734.22480620169,Top (↑),Bottom (↓),Bottom (↓)
Uzbekistan,ASIA,-14734.22480620169,Neutral (≈),Top (↑),Bottom (↓)
Uzbekistan,ASIA,-14734.22480620169,Bottom (↓),Top (↑),Bottom (↓)
Uzbekistan,ASIA,-14734.22480620169,Neutral (≈),Neutral (≈),Bottom (↓)
Uzbekistan,ASIA,-14734.22480620169,Bottom (↓),Bottom (↓),Bottom (↓)
Uzbekistan,ASIA,-14734.22480620169,Top (↑),Top (↑),Bottom (↓)
Kyrgyzstan,ASIA,-12729.283868586308,Bottom (↓),Bottom (↓),Bottom (↓)
Kyrgyzstan,ASIA,-12729.283868586308,Bottom (↓),Neutral (≈),Bottom (↓)
Kyrgyzstan,ASIA,-12729.283868586308,Top (↑),Neutral (≈),Bottom (↓)
Kyrgyzstan,ASIA,-12729.283868586308,Top (↑),Bottom (↓),Bottom (↓)
Kyrgyzstan,ASIA,-12729.283868586308,Neutral (≈),Top (↑),Bottom (↓)
Kyrgyzstan,ASIA,-12729.283868586308,Neutral (≈),Neutral (≈),Bottom (↓)
Kyrgyzstan,ASIA,-12729.283868586308,Neutral (≈),Bottom (↓),Bottom (↓)
Kyrgyzstan,ASIA,-12729.283868586308,Bottom (↓),Top (↑),Bottom (↓)
Kyrgyzstan,ASIA,-12729.283868586308,Top (↑),Top (↑),Bottom (↓)
Latvia,EUROPE,-12221.014888642905,Bottom (↓),Neutral (≈),Bottom (↓)
Latvia,EUROPE,-12221.014888642905,Bottom (↓),Top (↑),Bottom (↓)
Latvia,EUROPE,-12221.014888642905,Neutral (≈),Bottom (↓),Bottom (↓)
Latvia,EUROPE,-12221.014888642905,Neutral (≈),Top (↑),Bottom (↓)
Latvia,EUROPE,-12221.014888642905,Top (↑),Bottom (↓),Bottom (↓)
Latvia,EUROPE,-12221.014888642905,Bottom (↓),Bottom (↓),Bottom (↓)
Latvia,EUROPE,-12221.014888642905,Neutral (≈),Neutral (≈),Bottom (↓)
Latvia,EUROPE,-12221.014888642905,Top (↑),Neutral (≈),Bottom (↓)
Latvia,EUROPE,-12221.014888642905,Top (↑),Top (↑),Bottom (↓)
Armenia,ASIA,-11331.149255568003,Top (↑),Neutral (≈),Bottom (↓)
Armenia,ASIA,-11331.149255568003,Top (↑),Bottom (↓),Bottom (↓)
Armenia,ASIA,-11331.149255568003,Neutral (≈),Top (↑),Bottom (↓)
Armenia,ASIA,-11331.149255568003,Neutral (≈),Neutral (≈),Bottom (↓)
Armenia,ASIA,-11331.149255568003,Neutral (≈),Bottom (↓),Bottom (↓)
Armenia,ASIA,-11331.149255568003,Bottom (↓),Top (↑),Bottom (↓)
Armenia,ASIA,-11331.149255568003,Bottom (↓),Neutral (≈),Bottom (↓)
Armenia,ASIA,-11331.149255568003,Bottom (↓),Bottom (↓),Bottom (↓)
Armenia,ASIA,-11331.149255568003,Top (↑),Top (↑),Bottom (↓)
Republic of Moldova,EUROPE,-10647.511874000329,Neutral (≈),Bottom (↓),Bottom (↓)
Republic of Moldova,EUROPE,-10647.511874000329,Bottom (↓),Neutral (≈),Bottom (↓)
Republic of Moldova,EUROPE,-10647.511874000329,Top (↑),Top (↑),Bottom (↓)
Republic of Moldova,EUROPE,-10647.511874000329,Top (↑),Neutral (≈),Bottom (↓)
Republic of Moldova,EUROPE,-10647.511874000329,Top (↑),Bottom (↓),Bottom (↓)
Republic of Moldova,EUROPE,-10647.511874000329,Neutral (≈),Top (↑),Bottom (↓)
Republic of Moldova,EUROPE,-10647.511874000329,Neutral (≈),Neutral (≈),Bottom (↓)
Republic of Moldova,EUROPE,-10647.511874000329,Bottom (↓),Top (↑),Bottom (↓)
Republic of Moldova,EUROPE,-10647.511874000329,Bottom (↓),Bottom (↓),Bottom (↓)
Azerbaijan,ASIA,-10177.345022763797,Bottom (↓),Bottom (↓),Bottom (↓)
Azerbaijan,ASIA,-10177.345022763797,Bottom (↓),Neutral (≈),Bottom (↓)
Azerbaijan,ASIA,-10177.345022763797,Neutral (≈),Bottom (↓),Bottom (↓)
Azerbaijan,ASIA,-10177.345022763797,Bottom (↓),Top (↑),Bottom (↓)
Azerbaijan,ASIA,-10177.345022763797,Neutral (≈),Neutral (≈),Bottom (↓)
Azerbaijan,ASIA,-10177.345022763797,Neutral (≈),Top (↑),Bottom (↓)
Azerbaijan,ASIA,-10177.345022763797,Top (↑),Bottom (↓),Bottom (↓)
Azerbaijan,ASIA,-10177.345022763797,Top (↑),Neutral (≈),Bottom (↓)
Azerbaijan,ASIA,-10177.345022763797,Top (↑),Top (↑),Bottom (↓)
Iran (Islamic Republic of),ASIA,-7990.7620278084,Neutral (≈),Top (↑),Bottom (↓)
Iran (Islamic Republic of),ASIA,-7990.7620278084,Neutral (≈),Neutral (≈),Bottom (↓)
Iran (Islamic Republic of),ASIA,-7990.7620278084,Bottom (↓),Bottom (↓),Bottom (↓)
Iran (Islamic Republic of),ASIA,-7990.7620278084,Bottom (↓),Neutral (≈),Bottom (↓)
Iran (Islamic Republic of),ASIA,-7990.7620278084,Bottom (↓),Top (↑),Bottom (↓)
Iran (Islamic Republic of),ASIA,-7990.7620278084,Neutral (≈),Bottom (↓),Bottom (↓)
Iran (Islamic Republic of),ASIA,-7990.7620278084,Top (↑),Neutral (≈),Bottom (↓)
Iran (Islamic Republic of),ASIA,-7990.7620278084,Top (↑),Bottom (↓),Bottom (↓)
Iran (Islamic Republic of),ASIA,-7990.7620278084,Top (↑),Top (↑),Bottom (↓)
Somalia,Africa,-6176.679217423403,Bottom (↓),Bottom (↓),Bottom (↓)
Somalia,Africa,-6176.679217423403,Bottom (↓),Neutral (≈),Bottom (↓)
Somalia,Africa,-6176.679217423403,Bottom (↓),Top (↑),Bottom (↓)
Somalia,Africa,-6176.679217423403,Neutral (≈),Bottom (↓),Bottom (↓)
Somalia,Africa,-6176.679217423403,Neutral (≈),Neutral (≈),Bottom (↓)
Somalia,Africa,-6176.679217423403,Neutral (≈),Top (↑),Bottom (↓)
Somalia,Africa,-6176.679217423403,Top (↑),Bottom (↓),Bottom (↓)
Somalia,Africa,-6176.679217423403,Top (↑),Neutral (≈),Bottom (↓)
Somalia,Africa,-6176.679217423403,Top (↑),Top (↑),Bottom (↓)
Lithuania,EUROPE,-5224.734342315774,Neutral (≈),Neutral (≈),Bottom (↓)
Lithuania,EUROPE,-5224.734342315774,Bottom (↓),Bottom (↓),Bottom (↓)
Lithuania,EUROPE,-5224.734342315774,Bottom (↓),Neutral (≈),Bottom (↓)
Lithuania,EUROPE,-5224.734342315774,Bottom (↓),Top (↑),Bottom (↓)
Lithuania,EUROPE,-5224.734342315774,Neutral (≈),Bottom (↓),Bottom (↓)
Lithuania,EUROPE,-5224.734342315774,Neutral (≈),Top (↑),Bottom (↓)
Lithuania,EUROPE,-5224.734342315774,Top (↑),Bottom (↓),Bottom (↓)
Lithuania,EUROPE,-5224.734342315774,Top (↑),Neutral (≈),Bottom (↓)
Lithuania,EUROPE,-5224.734342315774,Top (↑),Top (↑),Bottom (↓)
Honduras,Latin America and the Caribbean,-5219.243755383315,Bottom (↓),Bottom (↓),Bottom (↓)
Honduras,Latin America and the Caribbean,-5219.243755383315,Bottom (↓),Neutral (≈),Bottom (↓)
Honduras,Latin America and the Caribbean,-5219.243755383315,Bottom (↓),Top (↑),Bottom (↓)
Honduras,Latin America and the Caribbean,-5219.243755383315,Neutral (≈),Bottom (↓),Bottom (↓)
Honduras,Latin America and the Caribbean,-5219.243755383315,Neutral (≈),Neutral (≈),Bottom (↓)
Honduras,Latin America and the Caribbean,-5219.243755383315,Neutral (≈),Top (↑),Bottom (↓)
Honduras,Latin America and the Caribbean,-5219.243755383315,Top (↑),Bottom (↓),Bottom (↓)
Honduras,Latin America and the Caribbean,-5219.243755383315,Top (↑),Neutral (≈),Bottom (↓)
Honduras,Latin America and the Caribbean,-5219.243755383315,Top (↑),Top (↑),Bottom (↓)
Belarus,EUROPE,-5091.717484926834,Top (↑),Neutral (≈),Bottom (↓)
Belarus,EUROPE,-5091.717484926834,Top (↑),Top (↑),Bottom (↓)
Belarus,EUROPE,-5091.717484926834,Bottom (↓),Bottom (↓),Bottom (↓)
Belarus,EUROPE,-5091.717484926834,Bottom (↓),Neutral (≈),Bottom (↓)
Belarus,EUROPE,-5091.717484926834,Bottom (↓),Top (↑),Bottom (↓)
Belarus,EUROPE,-5091.717484926834,Neutral (≈),Neutral (≈),Bottom (↓)
Belarus,EUROPE,-5091.717484926834,Neutral (≈),Top (↑),Bottom (↓)
Belarus,EUROPE,-5091.717484926834,Top (↑),Bottom (↓),Bottom (↓)
Belarus,EUROPE,-5091.717484926834,Neutral (≈),Bottom (↓),Bottom (↓)
Estonia,EUROPE,-4914.060046757757,Bottom (↓),Bottom (↓),Bottom (↓)
Estonia,EUROPE,-4914.060046757757,Top (↑),Neutral (≈),Bottom (↓)
Estonia,EUROPE,-4914.060046757757,Bottom (↓),Neutral (≈),Bottom (↓)
Estonia,EUROPE,-4914.060046757757,Bottom (↓),Top (↑),Bottom (↓)
Estonia,EUROPE,-4914.060046757757,Neutral (≈),Bottom (↓),Bottom (↓)
Estonia,EUROPE,-4914.060046757757,Neutral (≈),Neutral (≈),Bottom (↓)
Estonia,EUROPE,-4914.060046757757,Neutral (≈),Top (↑),Bottom (↓)
Estonia,EUROPE,-4914.060046757757,Top (↑),Bottom (↓),Bottom (↓)
Estonia,EUROPE,-4914.060046757757,Top (↑),Top (↑),Bottom (↓)
Georgia,ASIA,-4695.35191337519,Top (↑),Top (↑),Bottom (↓)
Georgia,ASIA,-4695.35191337519,Top (↑),Neutral (≈),Bottom (↓)
Georgia,ASIA,-4695.35191337519,Top (↑),Bottom (↓),Bottom (↓)
Georgia,ASIA,-4695.35191337519,Neutral (≈),Top (↑),Bottom (↓)
Georgia,ASIA,-4695.35191337519,Neutral (≈),Neutral (≈),Bottom (↓)
Georgia,ASIA,-4695.35191337519,Neutral (≈),Bottom (↓),Bottom (↓)
Georgia,ASIA,-4695.35191337519,Bottom (↓),Bottom (↓),Bottom (↓)
Georgia,ASIA,-4695.35191337519,Bottom (↓),Neutral (≈),Bottom (↓)
Georgia,ASIA,-4695.35191337519,Bottom (↓),Top (↑),Bottom (↓)
Democratic Republic of the Congo,Africa,-4689.645133505702,Top (↑),Top (↑),Bottom (↓)
Democratic Republic of the Congo,Africa,-4689.645133505702,Top (↑),Neutral (≈),Bottom (↓)
Democratic Republic of the Congo,Africa,-4689.645133505702,Top (↑),Bottom (↓),Bottom (↓)
Democratic Republic of the Congo,Africa,-4689.645133505702,Neutral (≈),Top (↑),Bottom (↓)
Democratic Republic of the Congo,Africa,-4689.645133505702,Neutral (≈),Neutral (≈),Bottom (↓)
Democratic Republic of the Congo,Africa,-4689.645133505702,Neutral (≈),Bottom (↓),Bottom (↓)
Democratic Republic of the Congo,Africa,-4689.645133505702,Bottom (↓),Top (↑),Bottom (↓)
Democratic Republic of the Congo,Africa,-4689.645133505702,Bottom (↓),Bottom (↓),Bottom (↓)
Democratic Republic of the Congo,Africa,-4689.645133505702,Bottom (↓),Neutral (≈),Bottom (↓)
Sierra Leone,Africa,-3920.178786760191,Top (↑),Bottom (↓),Bottom (↓)
Sierra Leone,Africa,-3920.178786760191,Bottom (↓),Bottom (↓),Bottom (↓)
Sierra Leone,Africa,-3920.178786760191,Bottom (↓),Neutral (≈),Bottom (↓)
Sierra Leone,Africa,-3920.178786760191,Bottom (↓),Top (↑),Bottom (↓)
Sierra Leone,Africa,-3920.178786760191,Neutral (≈),Bottom (↓),Bottom (↓)
Sierra Leone,Africa,-3920.178786760191,Neutral (≈),Neutral (≈),Bottom (↓)
Sierra Leone,Africa,-3920.178786760191,Neutral (≈),Top (↑),Bottom (↓)
Sierra Leone,Africa,-3920.178786760191,Top (↑),Neutral (≈),Bottom (↓)
Sierra Leone,Africa,-3920.178786760191,Top (↑),Top (↑),Bottom (↓)
Zimbabwe,Africa,-3795.615110126753,Top (↑),Neutral (≈),Bottom (↓)
Zimbabwe,Africa,-3795.615110126753,Bottom (↓),Bottom (↓),Bottom (↓)
Zimbabwe,Africa,-3795.615110126753,Bottom (↓),Neutral (≈),Bottom (↓)
Zimbabwe,Africa,-3795.615110126753,Bottom (↓),Top (↑),Bottom (↓)
Zimbabwe,Africa,-3795.615110126753,Neutral (≈),Bottom (↓),Bottom (↓)
Zimbabwe,Africa,-3795.615110126753,Neutral (≈),Neutral (≈),Bottom (↓)
Zimbabwe,Africa,-3795.615110126753,Top (↑),Bottom (↓),Bottom (↓)
Zimbabwe,Africa,-3795.615110126753,Neutral (≈),Top (↑),Bottom (↓)
Zimbabwe,Africa,-3795.615110126753,Top (↑),Top (↑),Bottom (↓)
Tajikistan,ASIA,-3661.2707025963123,Top (↑),Bottom (↓),Bottom (↓)
Tajikistan,ASIA,-3661.2707025963123,Bottom (↓),Bottom (↓),Bottom (↓)
Tajikistan,ASIA,-3661.2707025963123,Bottom (↓),Neutral (≈),Bottom (↓)
Tajikistan,ASIA,-3661.2707025963123,Bottom (↓),Top (↑),Bottom (↓)
Tajikistan,ASIA,-3661.2707025963123,Neutral (≈),Bottom (↓),Bottom (↓)
Tajikistan,ASIA,-3661.2707025963123,Neutral (≈),Neutral (≈),Bottom (↓)
Tajikistan,ASIA,-3661.2707025963123,Top (↑),Top (↑),Bottom (↓)
Tajikistan,ASIA,-3661.2707025963123,Top (↑),Neutral (≈),Bottom (↓)
Tajikistan,ASIA,-3661.2707025963123,Neutral (≈),Top (↑),Bottom (↓)
Guatemala,Latin America and the Caribbean,-3606.690906853706,Neutral (≈),Bottom (↓),Bottom (↓)
Guatemala,Latin America and the Caribbean,-3606.690906853706,Bottom (↓),Top (↑),Bottom (↓)
Guatemala,Latin America and the Caribbean,-3606.690906853706,Bottom (↓),Neutral (≈),Bottom (↓)
Guatemala,Latin America and the Caribbean,-3606.690906853706,Bottom (↓),Bottom (↓),Bottom (↓)
Guatemala,Latin America and the Caribbean,-3606.690906853706,Top (↑),Top (↑),Bottom (↓)
Guatemala,Latin America and the Caribbean,-3606.690906853706,Top (↑),Bottom (↓),Bottom (↓)
Guatemala,Latin America and the Caribbean,-3606.690906853706,Top (↑),Neutral (≈),Bottom (↓)
Guatemala,Latin America and the Caribbean,-3606.690906853706,Neutral (≈),Neutral (≈),Bottom (↓)
Guatemala,Latin America and the Caribbean,-3606.690906853706,Neutral (≈),Top (↑),Bottom (↓)
Nepal,ASIA,-3475.0364218039413,Bottom (↓),Neutral (≈),Bottom (↓)
Nepal,ASIA,-3475.0364218039413,Bottom (↓),Top (↑),Bottom (↓)
Nepal,ASIA,-3475.0364218039413,Neutral (≈),Bottom (↓),Bottom (↓)
Nepal,ASIA,-3475.0364218039413,Neutral (≈),Neutral (≈),Bottom (↓)
Nepal,ASIA,-3475.0364218039413,Neutral (≈),Top (↑),Bottom (↓)
Nepal,ASIA,-3475.0364218039413,Bottom (↓),Bottom (↓),Bottom (↓)
Nepal,ASIA,-3475.0364218039413,Top (↑),Bottom (↓),Bottom (↓)
Nepal,ASIA,-3475.0364218039413,Top (↑),Neutral (≈),Bottom (↓)
Nepal,ASIA,-3475.0364218039413,Top (↑),Top (↑),Bottom (↓)
Puerto Rico,Latin America and the Caribbean,-3405.3387473852968,Top (↑),Neutral (≈),Bottom (↓)
Puerto Rico,Latin America and the Caribbean,-3405.3387473852968,Bottom (↓),Top (↑),Bottom (↓)
Puerto Rico,Latin America and the Caribbean,-3405.3387473852968,Bottom (↓),Neutral (≈),Bottom (↓)
Puerto Rico,Latin America and the Caribbean,-3405.3387473852968,Neutral (≈),Top (↑),Bottom (↓)
Puerto Rico,Latin America and the Caribbean,-3405.3387473852968,Top (↑),Bottom (↓),Bottom (↓)
Puerto Rico,Latin America and the Caribbean,-3405.3387473852968,Neutral (≈),Neutral (≈),Bottom (↓)
Puerto Rico,Latin America and the Caribbean,-3405.3387473852968,Top (↑),Top (↑),Bottom (↓)
Puerto Rico,Latin America and the Caribbean,-3405.3387473852968,Bottom (↓),Bottom (↓),Bottom (↓)
Puerto Rico,Latin America and the Caribbean,-3405.3387473852968,Neutral (≈),Bottom (↓),Bottom (↓)
Turkmenistan,ASIA,-3084.225544481382,Bottom (↓),Neutral (≈),Bottom (↓)
Turkmenistan,ASIA,-3084.225544481382,Bottom (↓),Top (↑),Bottom (↓)
Turkmenistan,ASIA,-3084.225544481382,Neutral (≈),Bottom (↓),Bottom (↓)
Turkmenistan,ASIA,-3084.225544481382,Neutral (≈),Neutral (≈),Bottom (↓)
Turkmenistan,ASIA,-3084.225544481382,Bottom (↓),Bottom (↓),Bottom (↓)
Turkmenistan,ASIA,-3084.225544481382,Top (↑),Bottom (↓),Bottom (↓)
Turkmenistan,ASIA,-3084.225544481382,Top (↑),Top (↑),Bottom (↓)
Turkmenistan,ASIA,-3084.225544481382,Top (↑),Neutral (≈),Bottom (↓)
Turkmenistan,ASIA,-3084.225544481382,Neutral (≈),Top (↑),Bottom (↓)
Zambia,Africa,-3049.4465362372853,Top (↑),Neutral (≈),Bottom (↓)
Zambia,Africa,-3049.4465362372853,Bottom (↓),Bottom (↓),Bottom (↓)
Zambia,Africa,-3049.4465362372853,Bottom (↓),Neutral (≈),Bottom (↓)
Zambia,Africa,-3049.4465362372853,Bottom (↓),Top (↑),Bottom (↓)
Zambia,Africa,-3049.4465362372853,Neutral (≈),Bottom (↓),Bottom (↓)
Zambia,Africa,-3049.4465362372853,Neutral (≈),Neutral (≈),Bottom (↓)
Zambia,Africa,-3049.4465362372853,Neutral (≈),Top (↑),Bottom (↓)
Zambia,Africa,-3049.4465362372853,Top (↑),Bottom (↓),Bottom (↓)
Zambia,Africa,-3049.4465362372853,Top (↑),Top (↑),Bottom (↓)
Liberia,Africa,-2095.3520364218507,Bottom (↓),Top (↑),Bottom (↓)
Liberia,Africa,-2095.3520364218507,Bottom (↓),Neutral (≈),Bottom (↓)
Liberia,Africa,-2095.3520364218507,Neutral (≈),Bottom (↓),Bottom (↓)
Liberia,Africa,-2095.3520364218507,Neutral (≈),Neutral (≈),Bottom (↓)
Liberia,Africa,-2095.3520364218507,Neutral (≈),Top (↑),Bottom (↓)
Liberia,Africa,-2095.3520364218507,Top (↑),Bottom (↓),Bottom (↓)
Liberia,Africa,-2095.3520364218507,Top (↑),Neutral (≈),Bottom (↓)
Liberia,Africa,-2095.3520364218507,Top (↑),Top (↑),Bottom (↓)
Liberia,Africa,-2095.3520364218507,Bottom (↓),Bottom (↓),Bottom (↓)
Philippines,ASIA,-1655.886058816308,Bottom (↓),Top (↑),Bottom (↓)
Philippines,ASIA,-1655.886058816308,Neutral (≈),Bottom (↓),Bottom (↓)
Philippines,ASIA,-1655.886058816308,Neutral (≈),Neutral (≈),Bottom (↓)
Philippines,ASIA,-1655.886058816308,Neutral (≈),Top (↑),Bottom (↓)
Philippines,ASIA,-1655.886058816308,Bottom (↓),Bottom (↓),Bottom (↓)
Philippines,ASIA,-1655.886058816308,Top (↑),Neutral (≈),Bottom (↓)
Philippines,ASIA,-1655.886058816308,Top (↑),Top (↑),Bottom (↓)
Philippines,ASIA,-1655.886058816308,Top (↑),Bottom (↓),Bottom (↓)
Philippines,ASIA,-1655.886058816308,Bottom (↓),Neutral (≈),Bottom (↓)
Myanmar,ASIA,-1582.8732619663006,Bottom (↓),Neutral (≈),Bottom (↓)
Myanmar,ASIA,-1582.8732619663006,Bottom (↓),Bottom (↓),Bottom (↓)
Myanmar,ASIA,-1582.8732619663006,Top (↑),Neutral (≈),Bottom (↓)
Myanmar,ASIA,-1582.8732619663006,Top (↑),Top (↑),Bottom (↓)
Myanmar,ASIA,-1582.8732619663006,Top (↑),Bottom (↓),Bottom (↓)
Myanmar,ASIA,-1582.8732619663006,Neutral (≈),Top (↑),Bottom (↓)
Myanmar,ASIA,-1582.8732619663006,Neutral (≈),Neutral (≈),Bottom (↓)
Myanmar,ASIA,-1582.8732619663006,Neutral (≈),Bottom (↓),Bottom (↓)
Myanmar,ASIA,-1582.8732619663006,Bottom (↓),Top (↑),Bottom (↓)
Bosnia and Herzegovina,EUROPE,-1120.2511381813936,Bottom (↓),Top (↑),Bottom (↓)
Bosnia and Herzegovina,EUROPE,-1120.2511381813936,Neutral (≈),Bottom (↓),Bottom (↓)
