country,continent,slope,block_x,block_y,block
Türkiye,ASIA,182392.7824535516,Neutral (≈),Bottom (↓),Top (↑)
Italy,EUROPE,166667.80078750013,Top (↑),Top (↑),Top (↑)
Italy,EUROPE,166667.80078750013,Top (↑),Neutral (≈),Top (↑)
Italy,EUROPE,166667.80078750013,Bottom (↓),Top (↑),Top (↑)
Italy,EUROPE,166667.80078750013,Neutral (≈),Bottom (↓),Top (↑)
Italy,EUROPE,166667.80078750013,Neutral (≈),Neutral (≈),Top (↑)
Italy,EUROPE,166667.80078750013,Neutral (≈),Top (↑),Top (↑)
Italy,EUROPE,166667.80078750013,Bottom (↓),Bottom (↓),Top (↑)
Italy,EUROPE,166667.80078750013,Top (↑),Bottom (↓),Top (↑)
Italy,EUROPE,166667.80078750013,Bottom (↓),Neutral (≈),Top (↑)
Canada,Latin America and the Caribbean,140089.5518641577,Bottom (↓),Top (↑),Top (↑)
Canada,Latin America and the Caribbean,140089.5518641577,Neutral (≈),Bottom (↓),Top (↑)
Canada,Latin America and the Caribbean,140089.5518641577,Neutral (≈),Neutral (≈),Top (↑)
Canada,Latin America and the Caribbean,140089.5518641577,Neutral (≈),Top (↑),Top (↑)
Canada,Latin America and the Caribbean,140089.5518641577,Top (↑),Bottom (↓),Top (↑)
Canada,Latin America and the Caribbean,140089.5518641577,Top (↑),Neutral (≈),Top (↑)
Canada,Latin America and the Caribbean,140089.5518641577,Bottom (↓),Bottom (↓),Top (↑)
Canada,Latin America and the Caribbean,140089.5518641577,Top (↑),Top (↑),Top (↑)
Canada,Latin America and the Caribbean,140089.5518641577,Bottom (↓),Neutral (≈),Top (↑)
Jordan,ASIA,134059.58545588897,Top (↑),Top (↑),Top (↑)
Jordan,ASIA,134059.58545588897,Top (↑),Neutral (≈),Top (↑)
Jordan,ASIA,134059.58545588897,Top (↑),Bottom (↓),Top (↑)
Jordan,ASIA,134059.58545588897,Neutral (≈),Top (↑),Top (↑)
Jordan,ASIA,134059.58545588897,Neutral (≈),Neutral (≈),Top (↑)
Jordan,ASIA,134059.58545588897,Neutral (≈),Bottom (↓),Top (↑)
Jordan,ASIA,134059.58545588897,Bottom (↓),Top (↑),Top (↑)
Jordan,ASIA,134059.58545588897,Bottom (↓),Bottom (↓),Top (↑)
Jordan,ASIA,134059.58545588897,Bottom (↓),Neutral (≈),Top (↑)
Australia,OCEANIA,130084.01316599111,Neutral (≈),Neutral (≈),Top (↑)
Australia,OCEANIA,130084.01316599111,Top (↑),Top (↑),Top (↑)
Australia,OCEANIA,130084.01316599111,Neutral (≈),Top (↑),Top (↑)
Australia,OCEANIA,130084.01316599111,Neutral (≈),Bottom (↓),Top (↑)
Australia,OCEANIA,130084.01316599111,Bottom (↓),Top (↑),Top (↑)
Australia,OCEANIA,130084.01316599111,Bottom (↓),Neutral (≈),Top (↑)
Australia,OCEANIA,130084.01316599111,Bottom (↓),Bottom (↓),Top (↑)
Australia,OCEANIA,130084.01316599111,Top (↑),Bottom (↓),Top (↑)
Australia,OCEANIA,130084.01316599111,Top (↑),Neutral (≈),Top (↑)
France,EUROPE,102527.81616832875,Neutral (≈),Bottom (↓),Top (↑)
France,EUROPE,102527.81616832875,Neutral (≈),Neutral (≈),Top (↑)
France,EUROPE,102527.81616832875,Neutral (≈),Top (↑),Top (↑)
France,EUROPE,102527.81616832875,Top (↑),Bottom (↓),Top (↑)
France,EUROPE,102527.81616832875,Top (↑),Neutral (≈),Top (↑)
France,EUROPE,102527.81616832875,Bottom (↓),Bottom (↓),Top (↑)
France,EUROPE,102527.81616832875,Bottom (↓),Top (↑),Top (↑)
France,EUROPE,102527.81616832875,Top (↑),Top (↑),Top (↑)
France,EUROPE,102527.81616832875,Bottom (↓),Neutral (≈),Top (↑)
Thailand,ASIA,99920.22345268965,Bottom (↓),Bottom (↓),Top (↑)
Thailand,ASIA,99920.22345268965,Bottom (↓),Neutral (≈),Top (↑)
Thailand,ASIA,99920.22345268965,Bottom (↓),Top (↑),Top (↑)
Thailand,ASIA,99920.22345268965,Neutral (≈),Top (↑),Top (↑)
Thailand,ASIA,99920.22345268965,Neutral (≈),Bottom (↓),Top (↑)
Thailand,ASIA,99920.22345268965,Neutral (≈),Neutral (≈),Top (↑)
Thailand,ASIA,99920.22345268965,Top (↑),Top (↑),Top (↑)
Thailand,ASIA,99920.22345268965,Top (↑),Neutral (≈),Top (↑)
Thailand,ASIA,99920.22345268965,Top (↑),Bottom (↓),Top (↑)
Malaysia,ASIA,92490.79832656664,Neutral (≈),Top (↑),Top (↑)
Malaysia,ASIA,92490.79832656664,Bottom (↓),Neutral (≈),Top (↑)
Malaysia,ASIA,92490.79832656664,Bottom (↓),Top (↑),Top (↑)
Malaysia,ASIA,92490.79832656664,Neutral (≈),Bottom (↓),Top (↑)
Malaysia,ASIA,92490.79832656664,Neutral (≈),Neutral (≈),Top (↑)
Malaysia,ASIA,92490.79832656664,Top (↑),Bottom (↓),Top (↑)
Malaysia,ASIA,92490.79832656664,Top (↑),Neutral (≈),Top (↑)
Malaysia,ASIA,92490.79832656664,Top (↑),Top (↑),Top (↑)
Malaysia,ASIA,92490.79832656664,Bottom (↓),Bottom (↓),Top (↑)
Kuwait,ASIA,75753.23514211959,Neutral (≈),Bottom (↓),Top (↑)
Kuwait,ASIA,75753.23514211959,Neutral (≈),Neutral (≈),Top (↑)
Kuwait,ASIA,75753.23514211959,Neutral (≈),Top (↑),Top (↑)
Kuwait,ASIA,75753.23514211959,Bottom (↓),Top (↑),Top (↑)
Kuwait,ASIA,75753.23514211959,Top (↑),Bottom (↓),Top (↑)
Kuwait,ASIA,75753.23514211959,Top (↑),Neutral (≈),Top (↑)
Kuwait,ASIA,75753.23514211959,Bottom (↓),Neutral (≈),Top (↑)
Kuwait,ASIA,75753.23514211959,Top (↑),Top (↑),Top (↑)
Kuwait,ASIA,75753.23514211959,Bottom (↓),Bottom (↓),Top (↑)
Qatar,ASIA,72565.18567737241,Top (↑),Top (↑),Top (↑)
Qatar,ASIA,72565.18567737241,Bottom (↓),Neutral (≈),Top (↑)
Qatar,ASIA,72565.18567737241,Top (↑),Neutral (≈),Top (↑)
Qatar,ASIA,72565.18567737241,Top (↑),Bottom (↓),Top (↑)
Qatar,ASIA,72565.18567737241,Neutral (≈),Top (↑),Top (↑)
Qatar,ASIA,72565.18567737241,Neutral (≈),Neutral (≈),Top (↑)
Qatar,ASIA,72565.18567737241,Neutral (≈),Bottom (↓),Top (↑)
Qatar,ASIA,72565.18567737241,Bottom (↓),Top (↑),Top (↑)
Qatar,ASIA,72565.18567737241,Bottom (↓),Bottom (↓),Top (↑)
Colombia,Latin America and the Caribbean,71462.02399409449,Neutral (≈),Neutral (≈),Top (↑)
Colombia,Latin America and the Caribbean,71462.02399409449,Neutral (≈),Bottom (↓),Top (↑)
Colombia,Latin America and the Caribbean,71462.02399409449,Bottom (↓),Top (↑),Top (↑)
Colombia,Latin America and the Caribbean,71462.02399409449,Bottom (↓),Neutral (≈),Top (↑)
Colombia,Latin America and the Caribbean,71462.02399409449,Bottom (↓),Bottom (↓),Top (↑)
Colombia,Latin America and the Caribbean,71462.02399409449,Neutral (≈),Top (↑),Top (↑)
Colombia,Latin America and the Caribbean,71462.02399409449,Top (↑),Bottom (↓),Top (↑)
Colombia,Latin America and the Caribbean,71462.02399409449,Top (↑),Neutral (≈),Top (↑)
Colombia,Latin America and the Caribbean,71462.02399409449,Top (↑),Top (↑),Top (↑)
Japan,ASIA,70810.39153439218,Top (↑),Neutral (≈),Top (↑)
Japan,ASIA,70810.39153439218,Top (↑),Top (↑),Top (↑)
Japan,ASIA,70810.39153439218,Neutral (≈),Neutral (≈),Top (↑)
Japan,ASIA,70810.39153439218,Top (↑),Bottom (↓),Top (↑)
Japan,ASIA,70810.39153439218,Neutral (≈),Top (↑),Top (↑)
Japan,ASIA,70810.39153439218,Neutral (≈),Bottom (↓),Top (↑)
Japan,ASIA,70810.39153439218,Bottom (↓),Top (↑),Top (↑)
Japan,ASIA,70810.39153439218,Bottom (↓),Neutral (≈),Top (↑)
Japan,ASIA,70810.39153439218,Bottom (↓),Bottom (↓),Top (↑)
Singapore,ASIA,65641.736803249,Bottom (↓),Top (↑),Top (↑)
Singapore,ASIA,65641.736803249,Bottom (↓),Bottom (↓),Top (↑)
Singapore,ASIA,65641.736803249,Bottom (↓),Neutral (≈),Top (↑)
Singapore,ASIA,65641.736803249,Top (↑),Top (↑),Top (↑)
Singapore,ASIA,65641.736803249,Top (↑),Neutral (≈),Top (↑)
Singapore,ASIA,65641.736803249,Top (↑),Bottom (↓),Top (↑)
Singapore,ASIA,65641.736803249,Neutral (≈),Top (↑),Top (↑)
Singapore,ASIA,65641.736803249,Neutral (≈),Neutral (≈),Top (↑)
Singapore,ASIA,65641.736803249,Neutral (≈),Bottom (↓),Top (↑)
South Africa,Africa,60436.70087363177,Top (↑),Bottom (↓),Top (↑)
South Africa,Africa,60436.70087363177,Bottom (↓),Bottom (↓),Top (↑)
South Africa,Africa,60436.70087363177,Bottom (↓),Neutral (≈),Top (↑)
South Africa,Africa,60436.70087363177,Bottom (↓),Top (↑),Top (↑)
South Africa,Africa,60436.70087363177,Neutral (≈),Bottom (↓),Top (↑)
South Africa,Africa,60436.70087363177,Neutral (≈),Neutral (≈),Top (↑)
South Africa,Africa,60436.70087363177,Top (↑),Top (↑),Top (↑)
South Africa,Africa,60436.70087363177,Top (↑),Neutral (≈),Top (↑)
South Africa,Africa,60436.70087363177,Neutral (≈),Top (↑),Top (↑)
Republic of Korea,ASIA,59826.314507198775,Bottom (↓),Neutral (≈),Top (↑)
Republic of Korea,ASIA,59826.314507198775,Bottom (↓),Bottom (↓),Top (↑)
Republic of Korea,ASIA,59826.314507198775,Top (↑),Top (↑),Top (↑)
Republic of Korea,ASIA,59826.314507198775,Neutral (≈),Neutral (≈),Top (↑)
Republic of Korea,ASIA,59826.314507198775,Neutral (≈),Top (↑),Top (↑)
Republic of Korea,ASIA,59826.314507198775,Neutral (≈),Bottom (↓),Top (↑)
Republic of Korea,ASIA,59826.314507198775,Top (↑),Bottom (↓),Top (↑)
Republic of Korea,ASIA,59826.314507198775,Top (↑),Neutral (≈),Top (↑)
Republic of Korea,ASIA,59826.314507198775,Bottom (↓),Top (↑),Top (↑)
Oman,ASIA,54121.134243878965,Top (↑),Top (↑),Top (↑)
Oman,ASIA,54121.134243878965,Bottom (↓),Bottom (↓),Top (↑)
Oman,ASIA,54121.134243878965,Bottom (↓),Neutral (≈),Top (↑)
Oman,ASIA,54121.134243878965,Bottom (↓),Top (↑),Top (↑)
Oman,ASIA,54121.134243878965,Neutral (≈),Bottom (↓),Top (↑)
Oman,ASIA,54121.134243878965,Neutral (≈),Neutral (≈),Top (↑)
Oman,ASIA,54121.134243878965,Neutral (≈),Top (↑),Top (↑)
Oman,ASIA,54121.134243878965,Top (↑),Bottom (↓),Top (↑)
Oman,ASIA,54121.134243878965,Top (↑),Neutral (≈),Top (↑)
Bangladesh,ASIA,51883.66703580709,Neutral (≈),Neutral (≈),Top (↑)
Bangladesh,ASIA,51883.66703580709,Top (↑),Neutral (≈),Top (↑)
Bangladesh,ASIA,51883.66703580709,Bottom (↓),Bottom (↓),Top (↑)
Bangladesh,ASIA,51883.66703580709,Bottom (↓),Neutral (≈),Top (↑)
Bangladesh,ASIA,51883.66703580709,Bottom (↓),Top (↑),Top (↑)
Bangladesh,ASIA,51883.66703580709,Neutral (≈),Bottom (↓),Top (↑)
Bangladesh,ASIA,51883.66703580709,Neutral (≈),Top (↑),Top (↑)
Bangladesh,ASIA,51883.66703580709,Top (↑),Bottom (↓),Top (↑)
Bangladesh,ASIA,51883.66703580709,Top (↑),Top (↑),Top (↑)
Switzerland,EUROPE,48171.719822813306,Bottom (↓),Top (↑),Top (↑)
Switzerland,EUROPE,48171.719822813306,Top (↑),Bottom (↓),Top (↑)
Switzerland,EUROPE,48171.719822813306,Neutral (≈),Neutral (≈),Top (↑)
Switzerland,EUROPE,48171.719822813306,Top (↑),Top (↑),Top (↑)
Switzerland,EUROPE,48171.719822813306,Bottom (↓),Bottom (↓),Top (↑)
Switzerland,EUROPE,48171.719822813306,Neutral (≈),Top (↑),Top (↑)
Switzerland,EUROPE,48171.719822813306,Neutral (≈),Bottom (↓),Top (↑)
Switzerland,EUROPE,48171.719822813306,Bottom (↓),Neutral (≈),Top (↑)
Switzerland,EUROPE,48171.719822813306,Top (↑),Neutral (≈),Top (↑)
Austria,EUROPE,45522.49870801079,Neutral (≈),Neutral (≈),Top (↑)
Austria,EUROPE,45522.49870801079,Neutral (≈),Top (↑),Top (↑)
Austria,EUROPE,45522.49870801079,Top (↑),Top (↑),Top (↑)
Austria,EUROPE,45522.49870801079,Bottom (↓),Bottom (↓),Top (↑)
Austria,EUROPE,45522.49870801079,Bottom (↓),Neutral (≈),Top (↑)
Austria,EUROPE,45522.49870801079,Top (↑),Bottom (↓),Top (↑)
Austria,EUROPE,45522.49870801079,Bottom (↓),Top (↑),Top (↑)
Austria,EUROPE,45522.49870801079,Top (↑),Neutral (≈),Top (↑)
Austria,EUROPE,45522.49870801079,Neutral (≈),Bottom (↓),Top (↑)
Netherlands,EUROPE,45491.181247693305,Bottom (↓),Bottom (↓),Top (↑)
Netherlands,EUROPE,45491.181247693305,Top (↑),Top (↑),Top (↑)
Netherlands,EUROPE,45491.181247693305,Top (↑),Neutral (≈),Top (↑)
Netherlands,EUROPE,45491.181247693305,Top (↑),Bottom (↓),Top (↑)
Netherlands,EUROPE,45491.181247693305,Neutral (≈),Top (↑),Top (↑)
Netherlands,EUROPE,45491.181247693305,Neutral (≈),Bottom (↓),Top (↑)
Netherlands,EUROPE,45491.181247693305,Bottom (↓),Top (↑),Top (↑)
Netherlands,EUROPE,45491.181247693305,Bottom (↓),Neutral (≈),Top (↑)
Netherlands,EUROPE,45491.181247693305,Neutral (≈),Neutral (≈),Top (↑)
Peru,Latin America and the Caribbean,44010.250645995286,Top (↑),Top (↑),Top (↑)
Peru,Latin America and the Caribbean,44010.250645995286,Top (↑),Neutral (≈),Top (↑)
Peru,Latin America and the Caribbean,44010.250645995286,Bottom (↓),Neutral (≈),Top (↑)
Peru,Latin America and the Caribbean,44010.250645995286,Bottom (↓),Top (↑),Top (↑)
Peru,Latin America and the Caribbean,44010.250645995286,Neutral (≈),Bottom (↓),Top (↑)
Peru,Latin America and the Caribbean,44010.250645995286,Neutral (≈),Neutral (≈),Top (↑)
Peru,Latin America and the Caribbean,44010.250645995286,Neutral (≈),Top (↑),Top (↑)
Peru,Latin America and the Caribbean,44010.250645995286,Top (↑),Bottom (↓),Top (↑)
Peru,Latin America and the Caribbean,44010.250645995286,Bottom (↓),Bottom (↓),Top (↑)
Chile,Latin America and the Caribbean,43925.54928017763,Bottom (↓),Bottom (↓),Top (↑)
Chile,Latin America and the Caribbean,43925.54928017763,Top (↑),Neutral (≈),Top (↑)
Chile,Latin America and the Caribbean,43925.54928017763,Bottom (↓),Top (↑),Top (↑)
Chile,Latin America and the Caribbean,43925.54928017763,Neutral (≈),Bottom (↓),Top (↑)
Chile,Latin America and the Caribbean,43925.54928017763,Neutral (≈),Neutral (≈),Top (↑)
Chile,Latin America and the Caribbean,43925.54928017763,Neutral (≈),Top (↑),Top (↑)
Chile,Latin America and the Caribbean,43925.54928017763,Top (↑),Bottom (↓),Top (↑)
Chile,Latin America and the Caribbean,43925.54928017763,Bottom (↓),Neutral (≈),Top (↑)
Chile,Latin America and the Caribbean,43925.54928017763,Top (↑),Top (↑),Top (↑)
Sweden,EUROPE,43324.003568352804,Neutral (≈),Neutral (≈),Top (↑)
Sweden,EUROPE,43324.003568352804,Neutral (≈),Top (↑),Top (↑)
Sweden,EUROPE,43324.003568352804,Neutral (≈),Bottom (↓),Top (↑)
Sweden,EUROPE,43324.003568352804,Bottom (↓),Top (↑),Top (↑)
Sweden,EUROPE,43324.003568352804,Bottom (↓),Bottom (↓),Top (↑)
Sweden,EUROPE,43324.003568352804,Top (↑),Top (↑),Top (↑)
Sweden,EUROPE,43324.003568352804,Bottom (↓),Neutral (≈),Top (↑)
Sweden,EUROPE,43324.003568352804,Top (↑),Bottom (↓),Top (↑)
Sweden,EUROPE,43324.003568352804,Top (↑),Neutral (≈),Top (↑)
Belgium,EUROPE,42452.02916205282,Bottom (↓),Top (↑),Top (↑)
Belgium,EUROPE,42452.02916205282,Bottom (↓),Bottom (↓),Top (↑)
Belgium,EUROPE,42452.02916205282,Top (↑),Top (↑),Top (↑)
Belgium,EUROPE,42452.02916205282,Top (↑),Neutral (≈),Top (↑)
Belgium,EUROPE,42452.02916205282,Top (↑),Bottom (↓),Top (↑)
Belgium,EUROPE,42452.02916205282,Neutral (≈),Top (↑),Top (↑)
Belgium,EUROPE,42452.02916205282,Neutral (≈),Neutral (≈),Top (↑)
Belgium,EUROPE,42452.02916205282,Bottom (↓),Neutral (≈),Top (↑)
Belgium,EUROPE,42452.02916205282,Neutral (≈),Bottom (↓),Top (↑)
Lebanon,ASIA,39876.36483327215,Top (↑),Top (↑),Top (↑)
Lebanon,ASIA,39876.36483327215,Bottom (↓),Top (↑),Top (↑)
Lebanon,ASIA,39876.36483327215,Neutral (≈),Bottom (↓),Top (↑)
Lebanon,ASIA,39876.36483327215,Bottom (↓),Bottom (↓),Top (↑)
Lebanon,ASIA,39876.36483327215,Bottom (↓),Neutral (≈),Top (↑)
Lebanon,ASIA,39876.36483327215,Top (↑),Neutral (≈),Top (↑)
Lebanon,ASIA,39876.36483327215,Neutral (≈),Top (↑),Top (↑)
Lebanon,ASIA,39876.36483327215,Neutral (≈),Neutral (≈),Top (↑)
Lebanon,ASIA,39876.36483327215,Top (↑),Bottom (↓),Top (↑)
Uganda,Africa,39531.20142734135,Top (↑),Top (↑),Top (↑)
Uganda,Africa,39531.20142734135,Top (↑),Bottom (↓),Top (↑)
Uganda,Africa,39531.20142734135,Neutral (≈),Top (↑),Top (↑)
Uganda,Africa,39531.20142734135,Neutral (≈),Neutral (≈),Top (↑)
Uganda,Africa,39531.20142734135,Neutral (≈),Bottom (↓),Top (↑)
Uganda,Africa,39531.20142734135,Bottom (↓),Top (↑),Top (↑)
Uganda,Africa,39531.20142734135,Bottom (↓),Neutral (≈),Top (↑)
Uganda,Africa,39531.20142734135,Bottom (↓),Bottom (↓),Top (↑)
Uganda,Africa,39531.20142734135,Top (↑),Neutral (≈),Top (↑)
China,ASIA,32458.211271072054,Top (↑),Top (↑),Top (↑)
China,ASIA,32458.211271072054,Top (↑),Neutral (≈),Top (↑)
China,ASIA,32458.211271072054,Neutral (≈),Neutral (≈),Top (↑)
China,ASIA,32458.211271072054,Top (↑),Bottom (↓),Top (↑)
China,ASIA,32458.211271072054,Neutral (≈),Top (↑),Top (↑)
China,ASIA,32458.211271072054,Neutral (≈),Bottom (↓),Top (↑)
China,ASIA,32458.211271072054,Bottom (↓),Top (↑),Top (↑)
China,ASIA,32458.211271072054,Bottom (↓),Neutral (≈),Top (↑)
China,ASIA,32458.211271072054,Bottom (↓),Bottom (↓),Top (↑)
Mexico,Latin America and the Caribbean,32448.218776916816,Top (↑),Bottom (↓),Top (↑)
Mexico,Latin America and the Caribbean,32448.218776916816,Bottom (↓),Bottom (↓),Top (↑)
Mexico,Latin America and the Caribbean,32448.218776916816,Bottom (↓),Neutral (≈),Top (↑)
Mexico,Latin America and the Caribbean,32448.218776916816,Bottom (↓),Top (↑),Top (↑)
Mexico,Latin America and the Caribbean,32448.218776916816,Neutral (≈),Bottom (↓),Top (↑)
Mexico,Latin America and the Caribbean,32448.218776916816,Neutral (≈),Neutral (≈),Top (↑)
Mexico,Latin America and the Caribbean,32448.218776916816,Neutral (≈),Top (↑),Top (↑)
Mexico,Latin America and the Caribbean,32448.218776916816,Top (↑),Neutral (≈),Top (↑)
Mexico,Latin America and the Caribbean,32448.218776916816,Top (↑),Top (↑),Top (↑)
Nigeria,Africa,31528.399901563087,Neutral (≈),Neutral (≈),Top (↑)
Nigeria,Africa,31528.399901563087,Bottom (↓),Bottom (↓),Top (↑)
Nigeria,Africa,31528.399901563087,Top (↑),Neutral (≈),Top (↑)
Nigeria,Africa,31528.399901563087,Top (↑),Bottom (↓),Top (↑)
Nigeria,Africa,31528.399901563087,Neutral (≈),Top (↑),Top (↑)
Nigeria,Africa,31528.399901563087,Neutral (≈),Bottom (↓),Top (↑)
Nigeria,Africa,31528.399901563087,Bottom (↓),Top (↑),Top (↑)
Nigeria,Africa,31528.399901563087,Bottom (↓),Neutral (≈),Top (↑)
Nigeria,Africa,31528.399901563087,Top (↑),Top (↑),Top (↑)
"China, Taiwan Province of China",ASIA,31040.54620401159,Neutral (≈),Top (↑),Top (↑)
"China, Taiwan Province of China",ASIA,31040.54620401159,Neutral (≈),Neutral (≈),Top (↑)
"China, Taiwan Province of China",ASIA,31040.54620401159,Neutral (≈),Bottom (↓),Top (↑)
"China, Taiwan Province of China",ASIA,31040.54620401159,Top (↑),Bottom (↓),Top (↑)
"China, Taiwan Province of China",ASIA,31040.54620401159,Bottom (↓),Top (↑),Top (↑)
"China, Taiwan Province of China",ASIA,31040.54620401159,Bottom (↓),Neutral (≈),Top (↑)
"China, Taiwan Province of China",ASIA,31040.54620401159,Bottom (↓),Bottom (↓),Top (↑)
"China, Taiwan Province of China",ASIA,31040.54620401159,Top (↑),Neutral (≈),Top (↑)
"China, Taiwan Province of China",ASIA,31040.54620401159,Top (↑),Top (↑),Top (↑)
Côte d'Ivoire,Africa,30884.912636889647,Bottom (↓),Neutral (≈),Top (↑)
Côte d'Ivoire,Africa,30884.912636889647,Top (↑),Bottom (↓),Top (↑)
Côte d'Ivoire,Africa,30884.912636889647,Top (↑),Neutral (≈),Top (↑)
Côte d'Ivoire,Africa,30884.912636889647,Bottom (↓),Top (↑),Top (↑)
Côte d'Ivoire,Africa,30884.912636889647,Neutral (≈),Top (↑),Top (↑)
Côte d'Ivoire,Africa,30884.912636889647,Neutral (≈),Neutral (≈),Top (↑)
Côte d'Ivoire,Africa,30884.912636889647,Neutral (≈),Bottom (↓),Top (↑)
Côte d'Ivoire,Africa,30884.912636889647,Bottom (↓),Bottom (↓),Top (↑)
Côte d'Ivoire,Africa,30884.912636889647,Top (↑),Top (↑),Top (↑)
Ireland,EUROPE,28603.811984742533,Bottom (↓),Bottom (↓),Top (↑)
Ireland,EUROPE,28603.811984742533,Bottom (↓),Top (↑),Top (↑)
Ireland,EUROPE,28603.811984742533,Bottom (↓),Neutral (≈),Top (↑)
