country,continent,slope,Country Name,avg_population,slope_per_1000,block
Dem. People's Republic of Korea,ASIA,550.8637873754153,,,,Neutral (≈)
Djibouti,Africa,406.85566629752674,Djibouti,582182.3692307692,0.6988457359763409,Neutral (≈)
Dominica,Latin America and the Caribbean,203.55284852959272,Dominica,68751.73846153847,2.9606938396687315,Neutral (≈)
Faroe Islands,EUROPE,126.1556539928633,Faroe Islands,44836.63076923077,2.8136738159959576,Neutral (≈)
French Guiana,Latin America and the Caribbean,1968.9254337393872,,,,Neutral (≈)
French Polynesia,OCEANIA,90.86637135474345,French Polynesia,199929.12307692308,0.45449292207310116,Neutral (≈)
Gambia,Africa,2861.427710102129,,,,Neutral (≈)
Gibraltar,EUROPE,102.63836594069153,Gibraltar,28951.184615384616,3.5452216309708326,Neutral (≈)
Grenada,Latin America and the Caribbean,74.63565891472868,Grenada,104065.95384615385,0.717195741318688,Neutral (≈)
Guadeloupe,Latin America and the Caribbean,667.2150855174111,,,,Neutral (≈)
Guam,OCEANIA,361.8191214470284,Guam,132081.76923076922,2.7393570176582744,Neutral (≈)
Guyana,Latin America and the Caribbean,1124.763381321521,Guyana,742883.7384615385,1.5140503460889172,Neutral (≈)
Iceland,EUROPE,2320.131290759198,Iceland,266652.72307692305,8.70094729949521,Neutral (≈)
Isle of Man,EUROPE,255.12070874861573,Isle of Man,69513.86153846154,3.6700695818410143,Neutral (≈)
Jamaica,Latin America and the Caribbean,56.79414298018949,Jamaica,2368818.2769230767,0.023975728122952924,Neutral (≈)
Lao People's Democratic Republic,ASIA,989.8600959763751,,,,Neutral (≈)
Lesotho,Africa,193.09634551495017,Lesotho,1658573.0307692308,0.11642317940343808,Neutral (≈)
Liechtenstein,EUROPE,505.4993232435093,Liechtenstein,29407.138461538463,17.18968079484003,Neutral (≈)
Luxembourg,EUROPE,6779.441122185308,Luxembourg,432235.90769230766,15.684585666148159,Neutral (≈)
Madagascar,Africa,490.65596160945,Madagascar,14915972.276923077,0.032894668379650834,Neutral (≈)
Maldives,ASIA,2047.5075673680326,Maldives,258199.44615384616,7.929945620983404,Neutral (≈)
Malta,EUROPE,4483.2934662236985,Malta,376676.07692307694,11.902251671637899,Neutral (≈)
Marshall Islands,OCEANIA,70.55666297526763,Marshall Islands,38267.64615384615,1.8437680408042607,Neutral (≈)
Martinique,Latin America and the Caribbean,883.3042943275501,,,,Neutral (≈)
Mauritania,Africa,3388.3238587424635,Mauritania,2371949.7384615387,1.428497325976288,Neutral (≈)
Mauritius,Africa,802.8763381321521,Mauritius,1056922.3230769231,0.7596360873472804,Neutral (≈)
Mayotte,Africa,3475.056232312046,,,,Neutral (≈)
Monaco,EUROPE,211.06582994955087,Monaco,30143.6,7.002011370557959,Neutral (≈)
Mongolia,ASIA,533.9651778023871,Mongolia,2147659.3846153845,0.248626566031565,Neutral (≈)
Montenegro,EUROPE,265.6875845945613,Montenegro,585638.0307692308,0.45367201348857555,Neutral (≈)
Morocco,Africa,1898.5971453180755,Morocco,24820281.10769231,0.07649378091570694,Neutral (≈)
Mozambique,Africa,7006.779623477298,Mozambique,16502169.953846155,0.42459747070076864,Neutral (≈)
New Caledonia,OCEANIA,1173.651408883967,New Caledonia,191415.83076923076,6.131422903568048,Neutral (≈)
Nicaragua,Latin America and the Caribbean,303.86391042204997,Nicaragua,4288680.323076923,0.07085254379697906,Neutral (≈)
North Macedonia,EUROPE,1247.8189984003936,North Macedonia,1872365.3692307693,0.66643990478901,Neutral (≈)
Poland,EUROPE,5775.12292358804,Poland,36172706.353846155,0.15965415656475992,Neutral (≈)
Réunion,Africa,2210.000246093269,,,,Neutral (≈)
Saint Kitts and Nevis,Latin America and the Caribbean,135.9318321643903,,,,Neutral (≈)
San Marino,EUROPE,75.61757105943153,San Marino,25172.753846153846,3.0039451194564144,Neutral (≈)
Senegal,Africa,321.8618186292605,Senegal,9018490.169230768,0.03568910234302707,Neutral (≈)
Seychelles,Africa,309.60428202288665,Seychelles,73550.46153846153,4.209413177658799,Neutral (≈)
Sint Maarten (Dutch part),Latin America and the Caribbean,221.8148148148148,Sint Maarten (Dutch part),23533.015384615384,9.4256860495585,Neutral (≈)
Slovakia,EUROPE,6763.053033099544,,,,Neutral (≈)
Slovenia,EUROPE,3815.229974160207,Slovenia,1923802.0307692308,1.9831718197296475,Neutral (≈)
Suriname,Latin America and the Caribbean,1010.2052417866371,Suriname,450172.9692307692,2.2440379828065207,Neutral (≈)
Syrian Arab Republic,ASIA,5884.842131167713,Syrian Arab Republic,13677525.307692308,0.4302563511147772,Neutral (≈)
Togo,Africa,6668.5984988310565,Togo,4641353.723076923,1.436778771175018,Neutral (≈)
Trinidad and Tobago,Latin America and the Caribbean,1502.3397317583365,Trinidad and Tobago,1197152.9692307692,1.2549271232427925,Neutral (≈)
Tunisia,Africa,858.2074566260612,Tunisia,8360480.492307693,0.10265049448003381,Neutral (≈)
Turks and Caicos Islands,Latin America and the Caribbean,732.2693490833026,Turks and Caicos Islands,18236.4,40.154271077806065,Neutral (≈)
United States Virgin Islands,Latin America and the Caribbean,113.69189122677494,,,,Neutral (≈)
Uruguay,Latin America and the Caribbean,1099.7288052171773,Uruguay,3086803.8,0.35626780206023373,Neutral (≈)
Viet Nam,ASIA,5405.644518272426,Viet Nam,67027919.70769231,0.0806476546168575,Neutral (≈)
Western Sahara,Africa,94.63479758828596,,,,Neutral (≈)
